,equity
1747108800000,-0.0011751955250414291
1747123200000,-0.0011751955250414291
1747137600000,-0.0011751955250414291
1747152000000,-0.0011751955250414291
1747166400000,-0.0011751955250414291
1747180800000,-0.0011751955250414291
1747195200000,-0.0011751955250414291
1747209600000,-0.0011751955250414291
1747224000000,-0.0011751955250414291
1747238400000,-0.0011751955250414291
1747252800000,-0.0011751955250414291
1747267200000,-0.0011751955250414291
1747281600000,-0.0011751955250414291
1747296000000,-0.0011751955250414291
1747310400000,-0.0011751955250414291
1747324800000,-0.0011751955250414291
1747339200000,-0.0011751955250414291
1747353600000,-0.0011751955250414291
1747368000000,-0.0011751955250414291
1747382400000,-0.0011751955250414291
1747396800000,-0.0011751955250414291
1747411200000,-0.0011751955250414291
1747425600000,-0.0011751955250414291
1747440000000,-0.0011751955250414291
1747454400000,-0.0011751955250414291
1747468800000,-0.0011751955250414291
1747483200000,-0.0011751955250414291
1747497600000,-0.0011751955250414291
1747512000000,-0.0011751955250414291
1747526400000,-0.0011751955250414291
1747540800000,-0.0011751955250414291
1747555200000,-0.0011751955250414291
1747569600000,-0.0011751955250414291
1747584000000,-0.0011751955250414291
1747598400000,-0.0011751955250414291
1747612800000,-0.0011751955250414291
1747627200000,-0.0011751955250414291
1747641600000,-0.0011751955250414291
1747656000000,-0.0011751955250414291
1747670400000,-0.0011751955250414291
1747684800000,-0.0011751955250414291
1747699200000,-0.0011751955250414291
1747713600000,-0.0011751955250414291
1747728000000,-0.0011751955250414291
1747742400000,-0.0011751955250414291
1747756800000,-0.0011751955250414291
1747771200000,-0.0011751955250414291
1747785600000,-0.0011751955250414291
1747800000000,-0.0011751955250414291
1747814400000,-0.0011751955250414291
1747828800000,-0.0011751955250414291
1747843200000,-0.0011751955250414291
1747857600000,-0.0011751955250414291
1747872000000,-0.0011751955250414291
1747886400000,-0.0011751955250414291
1747900800000,-0.0011751955250414291
1747915200000,-0.0011751955250414291
1747929600000,-0.0011751955250414291
1747944000000,-0.0011751955250414291
1747958400000,-0.0011751955250414291
1747972800000,-0.0011751955250414291
1747987200000,-0.0011751955250414291
1748001600000,-0.0011751955250414291
1748016000000,-0.0011751955250414291
1748030400000,-0.0011751955250414291
1748044800000,-0.0011751955250414291
1748059200000,-0.0011751955250414291
1748073600000,-0.0011751955250414291
1748088000000,-0.0011751955250414291
1748102400000,-0.0011751955250414291
1748116800000,-0.0011751955250414291
1748131200000,-0.0011751955250414291
1748145600000,-0.0011751955250414291
1748160000000,-0.0011751955250414291
1748174400000,-0.0011751955250414291
1748188800000,-0.0011751955250414291
1748203200000,-0.0011751955250414291
1748217600000,-0.0011751955250414291
1748232000000,-0.0011751955250414291
1748246400000,-0.0011751955250414291
1748260800000,-0.0011751955250414291
1748275200000,-0.0011751955250414291
1748289600000,-0.0011751955250414291
1748304000000,-0.0011751955250414291
1748318400000,-0.0011751955250414291
1748332800000,-0.0011751955250414291
1748347200000,-0.0011751955250414291
1748361600000,-0.0011751955250414291
1748376000000,-0.0011751955250414291
1748390400000,-0.0011751955250414291
1748404800000,-0.0011751955250414291
1748419200000,-0.0011751955250414291
1748433600000,-0.0011751955250414291
1748448000000,-0.0011751955250414291
1748462400000,-0.0011751955250414291
1748476800000,-0.0011751955250414291
1748491200000,-0.0011751955250414291
1748505600000,-0.0011751955250414291
1748520000000,-0.0011751955250414291
1748534400000,-0.0011751955250414291
1748548800000,-0.0011751955250414291
1748563200000,-0.0011751955250414291
1748577600000,-0.0011751955250414291
1748592000000,-0.14840432664911724
1748606400000,-0.13390700253265653
1748620800000,-0.1309647127423604
1748635200000,-0.13729227693423485
1748649600000,-0.07519533815523564
1748664000000,-0.04023130072207218
1748678400000,0.002112245452819494
1748692800000,0.002112245452819494
1748707200000,0.002112245452819494
1748721600000,0.002112245452819494
1748736000000,0.002112245452819494
1748750400000,0.002112245452819494
1748764800000,0.002112245452819494
1748779200000,0.002112245452819494
1748793600000,0.002112245452819494
1748808000000,0.002112245452819494
1748822400000,0.002112245452819494
1748836800000,0.002112245452819494
1748851200000,0.002112245452819494
1748865600000,0.002112245452819494
1748880000000,0.002112245452819494
1748894400000,0.002112245452819494
1748908800000,0.002112245452819494
1748923200000,0.002112245452819494
1748937600000,0.002112245452819494
1748952000000,0.002112245452819494
1748966400000,0.002112245452819494
1748980800000,0.002112245452819494
1748995200000,0.002112245452819494
1749009600000,0.002112245452819494
1749024000000,0.002112245452819494
1749038400000,0.002112245452819494
1749052800000,0.002112245452819494
1749067200000,0.002112245452819494
1749081600000,0.002112245452819494
1749096000000,0.002112245452819494
1749110400000,0.002112245452819494
1749124800000,0.002112245452819494
1749139200000,0.002112245452819494
1749153600000,0.002112245452819494
1749168000000,0.002112245452819494
1749182400000,0.002112245452819494
1749196800000,0.002112245452819494
1749211200000,0.002112245452819494
1749225600000,0.002112245452819494
1749240000000,0.002112245452819494
1749254400000,0.002112245452819494
1749268800000,0.002112245452819494
1749283200000,0.002112245452819494
1749297600000,0.002112245452819494
1749312000000,0.002112245452819494
1749326400000,0.002112245452819494
1749340800000,0.002112245452819494
1749355200000,-0.024622892405878703
1749369600000,-0.0183779488417701
1749384000000,-0.02667374669227537
1749398400000,-0.014428530118662998
1749412800000,-0.021374451085378356
1749427200000,-0.017070924479989993
1749441600000,-0.021148821085930476
1749456000000,-0.02571599823454368
1749470400000,-0.019055377075437183
1749484800000,-0.010069118173524162
1749499200000,-0.0005552589260441401
1749513600000,0.014785025646614477
1749528000000,0.019920765601864607
1749542400000,0.027705576577522498
1749556800000,0.027705576577522498
1749571200000,0.027705576577522498
1749585600000,0.027705576577522498
1749600000000,0.027705576577522498
1749614400000,0.027705576577522498
1749628800000,0.027705576577522498
1749643200000,0.027705576577522498
1749657600000,0.027705576577522498
1749672000000,0.027705576577522498
1749686400000,0.027705576577522498
1749700800000,0.027705576577522498
1749715200000,0.027705576577522498
1749729600000,0.027705576577522498
1749744000000,0.027705576577522498
1749758400000,0.027705576577522498
1749772800000,0.027705576577522498
1749787200000,0.021312786049652182
1749801600000,0.012029376845704876
1749816000000,0.024441092964816412
1749830400000,0.02645740385480177
1749844800000,0.030574628931123116
1749859200000,0.04124219077372448
1749873600000,0.041090243025386775
1749888000000,0.03204542881662946
1749902400000,0.039852291422403936
1749916800000,0.040618699799138305
1749931200000,0.03980679033378272
1749945600000,0.03728550851247723
1749960000000,0.050575651592753706
1749974400000,0.07969342939175762
1749988800000,0.07969342939175762
1750003200000,0.07969342939175762
1750017600000,0.07969342939175762
1750032000000,0.07969342939175762
1750046400000,0.07969342939175762
1750060800000,0.07969342939175762
1750075200000,0.07969342939175762
1750089600000,0.07969342939175762
1750104000000,0.07969342939175762
1750118400000,0.07969342939175762
1750132800000,0.07969342939175762
1750147200000,0.07969342939175762
1750161600000,0.07969342939175762
1750176000000,0.07969342939175762
1750190400000,0.07969342939175762
1750204800000,0.07969342939175762
1750219200000,0.07969342939175762
1750233600000,0.07969342939175762
1750248000000,0.07969342939175762
1750262400000,0.07969342939175762
1750276800000,0.07969342939175762
1750291200000,0.07969342939175762
1750305600000,0.07969342939175762
1750320000000,0.07969342939175762
1750334400000,0.07969342939175762
1750348800000,0.07969342939175762
1750363200000,0.07969342939175762
1750377600000,0.07969342939175762
1750392000000,0.07969342939175762
1750406400000,0.07969342939175762
1750420800000,0.07969342939175762
1750435200000,0.07969342939175762
1750449600000,0.07969342939175762
1750464000000,0.07969342939175762
1750478400000,0.07969342939175762
1750492800000,0.07969342939175762
1750507200000,0.07969342939175762
1750521600000,0.07969342939175762
1750536000000,0.07969342939175762
1750550400000,0.07969342939175762
1750564800000,0.07969342939175762
1750579200000,0.07969342939175762
1750593600000,0.07969342939175762
1750608000000,0.07969342939175762
1750622400000,0.07969342939175762
1750636800000,0.07969342939175762
1750651200000,0.07969342939175762
1750665600000,0.07969342939175762
1750680000000,0.07969342939175762
1750694400000,0.07969342939175762
1750708800000,0.07969342939175762
1750723200000,0.07969342939175762
1750737600000,0.07969342939175762
1750752000000,0.07969342939175762
1750766400000,0.07969342939175762
1750780800000,0.07969342939175762
1750795200000,0.07969342939175762
1750809600000,0.07969342939175762
1750824000000,0.07969342939175762
1750838400000,0.07969342939175762
1750852800000,0.07969342939175762
1750867200000,0.07969342939175762
1750881600000,0.07969342939175762
1750896000000,0.07969342939175762
1750910400000,0.07969342939175762
1750924800000,0.07969342939175762
1750939200000,0.07969342939175762
1750953600000,0.07969342939175762
1750968000000,0.07969342939175762
1750982400000,0.07969342939175762
1750996800000,0.07969342939175762
1751011200000,0.07969342939175762
1751025600000,0.07969342939175762
1751040000000,0.07969342939175762
1751054400000,0.07969342939175762
1751068800000,0.07969342939175762
1751083200000,0.07969342939175762
1751097600000,0.07969342939175762
1751112000000,0.07969342939175762
1751126400000,0.07969342939175762
1751140800000,0.07969342939175762
1751155200000,0.00916840200078492
1751169600000,0.0053927797405466694
1751184000000,-0.08625567304159355
1751198400000,-0.032397959307653296
1751212800000,-0.007537026141970455
1751227200000,0.020652305443898785
1751241600000,-0.0016808606674411364
1751256000000,0.018339789236872187
1751270400000,0.031017938216655053
1751284800000,0.02712304390914699
1751299200000,0.05804358174410626
1751313600000,0.040420471559604584
1751328000000,0.05197318479834934
1751342400000,0.04857519717729693
1751356800000,0.04992300768441068
1751371200000,0.028713546371821656
1751385600000,0.0347165309019509
1751400000000,0.041522968769953636
1751414400000,0.05312104837903327
1751428800000,0.055767932020813454
1751443200000,0.057748621213496706
1751457600000,0.04186682049216245
1751472000000,0.07771613600205485
1751486400000,0.06277813227671158
1751500800000,0.06691506583590387
1751515200000,0.08738777112105806
1751529600000,0.08960227920332614
1751544000000,0.07497795328257015
1751558400000,0.07465039709812446
1751572800000,0.08807798852185864
1751587200000,0.10147321892903527
1751601600000,0.09413259793257843
1751616000000,0.09696755747533332
1751630400000,0.09731700707234339
1751644800000,0.10240854622661617
1751659200000,0.10240854622661617
1751673600000,0.10240854622661617
1751688000000,0.10240854622661617
1751702400000,0.10240854622661617
1751716800000,0.10240854622661617
1751731200000,0.10240854622661617
1751745600000,0.10240854622661617
1751760000000,0.10240854622661617
1751774400000,0.10240854622661617
1751788800000,0.10240854622661617
1751803200000,0.10240854622661617
1751817600000,0.10240854622661617
1751832000000,0.10240854622661617
1751846400000,0.10240854622661617
1751860800000,0.10240854622661617
1751875200000,0.10240854622661617
1751889600000,0.10240854622661617
1751904000000,0.10240854622661617
1751918400000,0.10240854622661617
1751932800000,0.10240854622661617
1751947200000,0.10240854622661617
1751961600000,0.10240854622661617
1751976000000,0.10240854622661617
1751990400000,0.10240854622661617
1752004800000,0.10240854622661617
1752019200000,0.10240854622661617
1752033600000,0.10240854622661617
1752048000000,0.10240854622661617
1752062400000,0.10240854622661617
1752076800000,0.10240854622661617
1752091200000,0.10240854622661617
1752105600000,0.10240854622661617
1752120000000,0.10240854622661617
1752134400000,0.10240854622661617
1752148800000,0.10240854622661617
1752163200000,0.10240854622661617
1752177600000,0.10240854622661617
1752192000000,0.10240854622661617
1752206400000,0.10240854622661617
1752220800000,0.10240854622661617
1752235200000,0.10240854622661617
1752249600000,0.10240854622661617
1752264000000,0.10240854622661617
1752278400000,0.10240854622661617
1752292800000,0.10240854622661617
1752307200000,0.10240854622661617
1752321600000,0.10240854622661617
1752336000000,0.10240854622661617
1752350400000,0.10240854622661617
1752364800000,0.10240854622661617
1752379200000,0.10240854622661617
1752393600000,0.10240854622661617
1752408000000,0.10240854622661617
1752422400000,0.10240854622661617
1752436800000,0.10240854622661617
1752451200000,0.10240854622661617
1752465600000,0.10240854622661617
1752480000000,0.10240854622661617
1752494400000,0.10240854622661617
1752508800000,0.10240854622661617
1752523200000,0.10240854622661617
1752537600000,0.10240854622661617
1752552000000,0.10240854622661617
1752566400000,0.10240854622661617
1752580800000,0.10240854622661617
1752595200000,0.10240854622661617
1752609600000,0.10240854622661617
1752624000000,0.10240854622661617
1752638400000,0.10240854622661617
1752652800000,0.10240854622661617
1752667200000,0.10240854622661617
1752681600000,0.10240854622661617
1752696000000,0.10240854622661617
1752710400000,0.10240854622661617
1752724800000,0.10240854622661617
1752739200000,0.04849629412255963
1752753600000,0.060534485780921805
1752768000000,0.07126286853775193
1752782400000,0.0715640988084018
1752796800000,0.06116577622671428
1752811200000,0.049418434347180296
1752825600000,0.04793501389129445
1752840000000,0.05570254217262076
1752854400000,0.06157652514993228
1752868800000,0.05731431462254647
1752883200000,0.051848585605671835
1752897600000,0.051112146577104695
1752912000000,0.04249093991172097
1752926400000,0.03407214487050783
1752940800000,0.04684720529376891
1752955200000,0.05094776909635454
1752969600000,0.06077650504868267
1752984000000,0.06350444356336131
1752998400000,0.10466793486135587
1753012800000,0.08909284696163905
1753027200000,0.09776664302586824
1753041600000,0.11933792571296016
1753056000000,0.11442481935663769
1753070400000,0.07038532706664892
1753084800000,0.06176427895106948
1753099200000,0.05937916018507213
1753113600000,0.07403089504496987
1753128000000,0.07817324861914968
1753142400000,0.05212244695645721
1753156800000,0.05205811862896841
1753171200000,0.05221503298865035
1753185600000,0.04924356421009016
